Locus_tag	Translation_start	Translation_stop	Strand	Gene	Raw_counts_replicate_1	Raw_counts_replicate_2	RPKM
b3338	3465182	3467875	-	chiA	86173	76612	45
b3339	3468167	3469351	-	tufA	3909940	3193630	4444
b3340	3469422	3471536	-	fusA	8257234	7214830	5438
b3341	3471564	3472103	-	rpsG	2781197	2295193	6971
b3342	3472200	3472574	-	rpsL	582767	610504	2384
b3343	3472700	3472987	-	tusB	25712	27179	138
b3344	3472995	3473354	-	tusC	24131	21616	95
b3345	3473354	3473740	-	tusD	39625	31005	135
b3346	3473740	3474462	-	yheO	88661	68777	161
b3347	3474629	3475441	-	fkpA	844299	614345	1323
b3348	3475662	3475880	+	slyX	12666	12366	85
b3349	3475929	3476519	-	slyD	182868	158147	429
b4551	3476614	3476814	-	yheV	17522	12605	111
b3350	3476824	3478629	-	kefB	111868	106863	90
b3351	3478629	3479183	-	kefG	23504	17093	54
b3352	3479311	3481224	+	yheS	112045	95012	80
b3353	3481224	3482246	+	yheT	47091	34293	59
b3354	3482240	3482458	+	yheU	11772	7821	66
b3355	3482512	3483381	+	prkB	41450	26389	57
b3356	3483436	3483840	-	yhfA	45641	27949	133
b3357	3484142	3484774	+	crp	657169	461837	1302
b3358	3484813	3486915	+	yhfK	125400	91551	76
b3359	3486982	3488202	-	argD	53811	40442	57
b3360	3488288	3488851	-	pabA	22570	19910	56
b3361	3488883	3489485	-	fic	24628	25682	62
b3362	3489475	3489642	-	yhfG	9973	8742	83
b3363	3489747	3490319	-	ppiA	180925	181158	473
b3364	3490590	3491771	+	tsgA	161438	214615	241
b3365	3492033	3494576	+	nirB	87778	82417	50
b3366	3494573	3494899	+	nirD	6190	7678	32
b3367	3495025	3495831	+	nirC	34331	29774	59
b3368	3495850	3497223	+	cysG	80708	63252	78
b3369	3497470	3497637	+	yhfL	2892	2919	26
b3370	3497932	3499269	+	frlA	29118	21816	28
b3371	3499290	3500312	+	frlB	22110	16742	28
b4474	3500362	3501192	+	frlC	16448	13660	27
b3374	3501189	3501974	+	frlD	17720	13971	30
b3375	3502074	3502805	+	frlR	51498	36525	89
b3376	3502957	3504042	-	yhfS	35048	24085	40
b3377	3504054	3505358	-	yhfT	33870	28174	35
b3378	3505370	3505723	-	yhfU	7484	6715	30
b3379	3505734	3506612	-	php	17979	13388	26
b3380	3506609	3507835	-	yhfW	31584	25053	34
b3381	3507835	3508998	-	yhfX	23836	21383	29
b3382	3509082	3509444	-	yhfY	8241	5473	28
b3383	3509461	3510366	-	yhfZ	37119	27723	53
b3384	3510656	3511660	-	trpS	141173	107842	183
b3385	3511653	3512411	-	gph	68771	52873	119
b3386	3512404	3513081	-	rpe	72260	54271	138
b3387	3513099	3513935	-	dam	141138	109247	221
b3388	3514042	3515328	-	damX	437349	397169	483
b3389	3515420	3516508	-	aroB	709415	626614	913
b3390	3516565	3517086	-	aroK	377406	306721	971
b3391	3517487	3518725	-	hofQ	34858	28748	38
b3392	3518637	3519041	-	hofP	16869	13316	55
b3393	3519031	3519471	-	hofO	9183	8878	31
b3394	3519455	3519994	-	hofN	8538	7383	22
b3395	3519994	3520773	-	hofM	12529	12822	24
b3396	3520893	3523445	+	mrcA	110305	98341	61
b3397	3523611	3524171	-	nudE	65686	63682	172
b3398	3524491	3526626	+	yrfF	106275	84133	66
b3399	3526691	3527359	+	yrfG	71013	66953	154
b3400	3527370	3527771	+	hslR	70187	63726	248
b3401	3527796	3528674	+	hslO	66455	50655	99
b3402	3528737	3530461	-	yhgE	84716	62648	63
b3403	3530840	3532462	+	pck	656523	572883	563
b3404	3532538	3533890	-	envZ	77467	70786	82
b3405	3533887	3534606	-	ompR	62119	48087	113
b3406	3534834	3535310	+	greB	22752	18565	64
b3407	3535407	3537728	+	yhgF	110212	92948	65
b3408	3538185	3538412	+	feoA	28894	18543	153
b3409	3538429	3540750	+	feoB	122941	82191	65
b3410	3540750	3540986	+	feoC	3677	3689	23
b3411	3541189	3542067	+	yhgA	43098	39508	70
b3412	3542096	3542866	-	bioH	30147	28095	56
b3413	3542904	3543587	+	gntX	50548	46685	106
b3414	3543646	3544221	+	nfuA	117330	108388	292
b3415	3544581	3545897	+	gntT	46549	35903	46
b3416	3546008	3548092	-	malQ	132518	93622	80
b3417	3548102	3550495	-	malP	299734	226277	162
b3418	3551107	3553812	+	malT	383421	285129	182
b4475	3553855	3554871	-	rtcA	35450	29499	47
b3421	3554875	3556101	-	rtcB	40811	36567	47
b3422	3556290	3557888	+	rtcR	42584	35015	36
b3423	3557870	3558628	-	glpR	101422	103748	202
b3424	3558645	3559475	-	glpG	190502	170324	323
b3425	3559520	3559846	-	glpE	56314	60407	268
b3426	3560036	3561541	+	glpD	2728810	2185460	2417
b3427	3561810	3562028	-	yzgL	408922	295183	2371
b3428	3562157	3564604	-	glgP	525511	477539	305
b3429	3564623	3566056	-	glgA	117148	87730	106
b3430	3566056	3567351	-	glgC	233411	188852	241
b3431	3567369	3569342	-	glgX	162498	144629	116
b3432	3569339	3571525	-	glgB	196114	193802	133
b3433	3571798	3572901	-	asd	255456	251805	343
b3434	3573094	3573687	+	yhgN	35831	30655	83
b4476	3573744	3575084	-	gntU	44071	36775	45
b3437	3575088	3575615	-	gntK	18361	17579	51
b3438	3575754	3576749	-	gntR	96977	64725	119
b3439	3576973	3577668	-	yhhW	28041	24615	56
b3440	3577791	3578828	-	yhhX	58860	49003	77
b4451	3578950	3579039	-	ryhB	4390	4918	78
b3441	3579161	3579649	+	yhhY	12641	12736	39
b3442	3579886	3581064	+	yhhZ	18411	16110	22
b3444	3581506	3581781	+	insA	117942	92807	565
b3445	3581700	3582203	+	insB1	60931	53140	168
b3443	3582219	3582332	+	yrhA	1534	942	16
b4612	3582427	3582582	+	yrhD	1364	1598	14
b3446	3582782	3583066	+	yrhB	8212	7437	41
b3447	3583104	3584846	-	ggt	32953	28060	26
b3448	3584966	3585406	+	yhhA	17156	10528	46
b3449	3585393	3586136	-	ugpQ	27202	19823	47
b3450	3586133	3587203	-	ugpC	30264	26833	40
b3451	3587205	3588050	-	ugpE	17916	16739	31
b3452	3588047	3588934	-	ugpA	19930	17691	32
b3453	3589032	3590348	-	ugpB	31394	27929	34
b3454	3590747	3591460	-	livF	15611	12666	29
b3455	3591462	3592229	-	livG	13568	11305	24
b3456	3592226	3593503	-	livM	48075	37478	50
b3457	3593500	3594426	-	livH	24131	19985	35
b3458	3594474	3595583	-	livK	18139	16724	23
b3459	3596007	3596390	+	panM	38360	30591	133
b3460	3596578	3597681	-	livJ	28289	23639	35
b3461	3597952	3598806	-	rpoH	267936	228853	432
b3462	3599051	3600109	-	ftsX	158740	123934	198
b3463	3600102	3600770	-	ftsE	54677	36429	100
b3464	3600773	3602266	-	ftsY	222196	156043	187
b3465	3602416	3603012	+	rsmD	35214	34671	88
b3466	3603002	3603271	+	yhhL	21825	18888	112
b3467	3603274	3603633	-	yhhM	15380	14065	61
b3468	3603774	3604400	+	yhhN	34835	24930	70
b3469	3604474	3606672	+	zntA	79732	67981	50
b3470	3606774	3607019	-	tusA	35929	33675	211
b3471	3607240	3607905	+	yhhQ	33450	26924	67
b3472	3607978	3608535	+	dcrB	150631	133669	379
b3473	3608539	3609756	-	yhhS	75828	62822	84
b3474	3609888	3610937	+	yhhT	37913	31556	49
b3475	3610992	3611579	+	acpT	38653	37428	97
b3476	3611690	3613264	+	nikA	60487	39517	47
b3477	3613264	3614208	+	nikB	33114	30718	50
b3478	3614205	3615038	+	nikC	26190	23722	45
b3479	3615038	3615802	+	nikD	20197	18317	38
b3480	3615799	3616605	+	nikE	43972	36766	74
b3481	3616611	3617012	+	nikR	22710	20584	80
b3482	3617215	3621450	+	rhsB	85076	67325	27
b3483	3621422	3621805	+	yhhH	8974	5205	27
b4552	3621910	3622260	+	yrhC	11235	8360	41
b3484	3622401	3623537	+	yhhI	47932	38290	56
b3485	3623702	3624826	-	yhhJ	50389	38260	58
b3486	3624826	3627561	-	rbbA	83308	70665	42
b3487	3627558	3628625	-	yhiI	63988	50863	80
b3488	3628991	3630613	-	yhiJ	21462	23600	21
b4660	3630875	3632481	-	yhiL	21473	20724	20
b3491	3632864	3633916	+	yhiM	43827	41507	60
b3492	3634231	3635433	-	yhiN	74538	59746	83
b3493	3635665	3637164	+	pitA	238026	198725	216
b3494	3637408	3637743	-	uspB	9881	8818	41
b3495	3638134	3638568	+	uspA	175648	115895	492
b3496	3638885	3640354	+	dtpB	197487	155034	177
b3497	3640403	3641155	-	rsmJ	33222	27799	60
b3498	3641163	3643205	-	prlC	103911	84513	68
b3499	3643408	3644250	+	rlmJ	66505	59788	112
b3500	3644322	3645674	+	gor	154847	135873	160
b4613	3645728	3645856	-	dinQ	17107	12638	170
b3501	3646551	3646904	+	arsR	6803	7481	30
b3502	3646958	3648247	+	arsB	31077	32425	37
b3503	3648260	3648685	+	arsC	6499	4057	18
b3505	3650205	3651221	-	insH1	138066	101613	174
b3504	3651254	3651736	+	yhiS	17231	14582	49
b3506	3651984	3652550	+	slp	57944	50779	143
b3507	3652706	3653236	+	dctR	91894	79281	240
b3508	3653278	3653925	-	yhiD	84827	62142	167
b3509	3653989	3654315	-	hdeB	299818	203406	1132
b3510	3654431	3654763	-	hdeA	736760	637841	3068
b3511	3655018	3655590	+	hdeD	329417	229082	718
b4704	3656009	3656077	-	arrS	39031	16974	586
b3512	3656389	3656916	+	gadE	136727	70539	286
b3513	3657255	3658412	+	mdtE	32437	31958	42
b3514	3658437	3661550	+	mdtF	93883	93243	45
b3515	3661913	3662641	-	gadW	55150	61132	120
b4452	3662887	3662991	+	gadY	11694	10836	160
b3516	3663009	3663833	-	gadX	99735	78323	160
b3517	3664203	3665603	-	gadA	26317	24262	27
b3518	3665814	3667211	-	yhjA	93807	75611	90
b3519	3667615	3669264	+	treF	43290	34716	35
b3520	3669315	3669917	-	yhjB	23849	23132	58
b3521	3670437	3671336	+	yhjC	19982	18901	32
b3522	3671385	3672398	+	yhjD	26997	26255	39
b3523	3672809	3674131	+	yhjE	38750	32123	40
b3524	3674313	3676373	-	yhjG	100956	90145	69
b3525	3676443	3677210	-	yhjH	20228	20623	40
b3526	3677442	3678371	+	kdgK	44025	36549	64
b3527	3678467	3679963	-	yhjJ	138941	112184	124
b3528	3680184	3681470	-	dctA	1044920	595247	931
b3529	3681653	3683641	-	yhjK	77293	60251	51
b3530	3683723	3687196	-	bcsC	87735	63384	32
b3531	3687178	3688284	-	bcsZ	27087	22726	33
b3532	3688291	3690630	-	bcsB	42816	39522	26
b3533	3690641	3693259	-	bcsA	64454	53821	34
b3534	3693256	3694008	-	bcsQ	13691	10791	24
b3535	3694020	3694208	-	yhjR	16661	10819	107
b3536	3694481	3696052	+	bcsE	110909	80866	90
b3537	3696049	3696240	+	bcsF	8816	7343	62
b3538	3696237	3697916	+	bcsG	49203	49445	44
b4453	3698003	3698110	-	ldrD	1140	1565	19
b4454	3698159	3698224	+	rdlD	3742	2142	65
b3539	3698586	3699857	+	yhjV	107920	87267	114
b3540	3699887	3700891	-	dppF	29236	23181	39
b3541	3700888	3701871	-	dppD	23407	19911	33
b3542	3701882	3702784	-	dppC	20809	15756	30
b3543	3702794	3703813	-	dppB	21168	16833	28
b3544	3704121	3705728	-	dppA	90016	66966	72
b3545	3706639	3706715	-	proK	6487	5845	119
b3546	3706807	3708498	-	eptB	121151	95901	95
b3547	3708822	3710030	-	yhjX	58281	54883	70
b3548	3710259	3710957	-	yhjY	14603	11269	27
b3549	3711115	3711678	+	tag	47760	33133	106
b3550	3711675	3712115	+	yiaC	24089	20979	76
b3551	3712084	3714417	-	bisC	113645	92297	65
b3552	3714570	3715229	+	yiaD	37038	28651	74
b3553	3715333	3716307	+	ghrB	130905	113265	186
b3554	3716357	3717067	-	yiaF	197750	163068	376
b3555	3717501	3717791	+	yiaG	8940	7792	43
b3556	3718072	3718284	+	cspA	1159086	1163429	8154
b4455	3718471	3718623	-	hokA	26871	22221	238
b4647	3718471	3718655	-	mokA	36214	30565	268
b3557	3718703	3719224	+	insJ	45483	48303	135
b3558	3719221	3720072	+	insK	36548	42936	70
b4614	3720099	3720128	+	sokA	2988	2868	146
b3559	3720351	3722420	-	glyS	412746	335792	268
b3560	3722430	3723341	-	glyQ	126499	96649	181
b4553	3723436	3723735	-	ysaB	5189	8667	35
b3561	3723910	3724905	+	wecH	39936	22689	46
b3562	3724947	3725384	-	yiaA	10503	12045	39
b3563	3725430	3725771	-	yiaB	12938	13378	58
b3564	3725940	3727394	-	xylB	37668	31904	36
b3565	3727466	3728788	-	xylA	26373	25833	30
b3566	3729154	3730146	+	xylF	27857	28064	42
b3567	3730224	3731765	+	xylG	38327	37857	37
b3568	3731743	3732924	+	xylH	33863	28416	39
b3569	3733002	3734180	+	xylR	41885	30110	45
b3570	3734376	3735200	-	bax	180813	139897	288
b3571	3735520	3737550	+	malS	56397	50286	39
b3572	3737728	3738981	+	avtA	120651	110117	137
b3573	3739132	3739605	-	ysaA	36279	21375	89
b3574	3739707	3740555	-	yiaJ	40769	34069	65
b3575	3740756	3741754	+	yiaK	20813	18916	30
b3576	3741766	3742233	+	yiaL	5042	7115	20
b3577	3742351	3742824	+	yiaM	6328	4146	16
b3578	3742827	3744104	+	yiaN	28078	25648	31
b3579	3744117	3745103	+	yiaO	29107	23858	40
b3580	3745107	3746603	+	lyxK	35591	28689	32
b3581	3746600	3747262	+	yiaQ	17861	16527	39
b3582	3747255	3748115	+	yiaR	23031	18174	35
b3583	3748109	3748804	+	yiaS	12722	8864	23
b4648	3748836	3748937	-	ysaC	1086	1297	18
b4649	3748941	3749132	+	ysaD	2416	1939	17
b3584	3749151	3749891	-	yiaT	11688	10950	23
b3585	3750015	3750989	+	yiaU	28206	30881	46
b3586	3750986	3752122	-	yiaV	20762	21158	28
b3587	3752128	3752451	-	yiaW	7313	8134	36
b3588	3752996	3754534	-	aldB	34125	31871	32
b3589	3754699	3755850	-	yiaY	16043	15508	20
b3590	3756040	3757884	-	selB	95986	94049	77
b3591	3757881	3759272	-	selA	99004	84360	98
b3592	3759370	3759978	-	yibF	15725	13284	35
b3593	3760206	3764339	+	rhsA	76417	69351	26
b3594	3764360	3765202	+	yibA	23857	20912	40
b3595	3765244	3766188	+	yibJ	22858	15804	30
b3596	3766200	3766661	+	yibG	12319	10827	37
b4650	3766662	3766913	+	yibS	5727	7196	39
b4651	3766915	3767279	+	yibW	6594	7788	30
b4615	3767368	3767806	+	yibV	5045	3884	15
b4652	3767971	3768169	+	yibU	3953	3445	28
b3597	3768266	3769402	-	yibH	17996	16886	23
b3598	3769405	3769767	-	yibI	5668	5497	23
b3599	3770304	3772217	+	mtlA	76154	64501	55
b3600	3772447	3773595	+	mtlD	121689	111515	151
b3601	3773595	3774182	+	mtlR	90929	76961	212
b4554	3774194	3774403	-	yibT	126051	106787	823
b3602	3774688	3775050	+	yibL	59838	43154	209
b3603	3775422	3777077	+	lldP	48426	44300	42
b3604	3777077	3777853	+	lldR	27758	26307	52
b3605	3777850	3779040	+	lldD	50898	43814	59
b3606	3779238	3779711	+	trmL	28530	24126	82
b3607	3779764	3780585	-	cysE	65029	64067	117
b3608	3780665	3781684	-	gpsA	169268	131646	218
b3609	3781684	3782151	-	secB	159065	155714	502
b3610	3782214	3782465	-	grxC	55385	34267	261
b3611	3782607	3783038	-	yibN	287758	157853	752
b3612	3783283	3784827	+	gpmM	429707	347675	373
b3613	3784861	3786120	+	envC	148168	114398	154
b3614	3786124	3787083	+	yibQ	46067	42241	69
b3615	3787070	3788104	-	yibD	28489	26197	39
b3616	3788343	3789368	-	tdh	446682	376811	596
b3617	3789378	3790574	-	kbl	428779	339834	475
b3618	3790849	3791706	-	yibB	338252	280900	535
b3619	3792010	3792942	+	hldD	162947	134021	236
b3620	3792952	3793998	+	waaF	67582	54783	87
b3621	3794002	3794961	+	waaC	76278	64216	109
b3622	3794971	3796230	+	waaL	182530	132482	184
b3623	3796262	3797335	-	waaU	150704	126813	192
b3624	3797368	3798219	-	waaZ	46106	37744	73
b3625	3798290	3798988	-	waaY	63051	57711	129
b3626	3799006	3800022	-	waaJ	80903	59821	102
b3627	3800062	3801081	-	waaR	129178	114080	177
b3628	3801081	3802160	-	waaB	115968	103263	151
b3629	3802204	3803139	-	waaS	86744	54091	110
b3630	3803176	3803973	-	waaP	125096	89245	198
b3631	3803966	3805090	-	waaG	203273	156693	237
b3632	3805087	3806121	-	waaQ	159238	134448	211
b3633	3806563	3807840	+	waaA	116537	100903	126
b3634	3807848	3808327	+	coaD	29027	24993	84
b3635	3808366	3809175	-	mutM	88337	72214	147
b3636	3809273	3809440	-	rpmG	157920	144427	1341
b3637	3809461	3809697	-	rpmB	539121	506106	3289
b3638	3809914	3810582	-	yicR	117873	116536	262
b3639	3810754	3811974	+	dfp	270192	213227	293
b3640	3811955	3812410	+	dut	139944	102181	392
b3641	3812517	3813113	+	slmA	60507	50093	137
b3642	3813150	3813791	-	pyrE	30788	23922	63
b3643	3813886	3814572	-	rph	116721	104552	240
b3644	3814699	3815562	+	yicC	120010	95624	185
b3645	3815783	3816607	+	dinD	60988	39637	90
b3646	3816897	3817514	+	yicG	41835	35135	92
b3647	3817511	3819193	-	ligB	70983	55105	55
b3648	3819451	3820074	+	gmk	314615	262892	687
b3649	3820129	3820404	+	rpoZ	69775	65816	366
b3650	3820423	3822531	+	spoT	284178	271803	197
b3651	3822538	3823227	+	trmH	63898	53960	127
b3652	3823233	3825314	+	recG	104480	75860	64
b3653	3825483	3826688	-	gltS	95445	73305	103
b3654	3826968	3828359	+	xanP	46806	60766	58
b3655	3828480	3830189	+	yicH	56669	48520	46
b3656	3830242	3832560	-	yicI	53221	46604	32
b3657	3832570	3833952	-	yicJ	36522	33928	38
b3658	3834245	3834339	+	selC	2366	3847	50
b4653	3834448	3834579	+	yicT	5662	3661	52
b3659	3834976	3836160	+	setC	35283	31665	42
b3660	3836271	3837194	+	yicL	73849	57310	105
b3661	3837198	3838016	-	nlpA	52720	41346	85
b4555	3838238	3838531	+	yicS	10837	8520	49
b3662	3838572	3839762	-	nepI	83720	72054	97
b3663	3839973	3840425	-	yicN	12518	12793	42
b3664	3840478	3841812	-	yicO	55591	53015	61
b3665	3841987	3843753	+	ade	47092	41670	37
b3666	3843799	3845190	-	uhpT	96398	68380	87
b3667	3845328	3846647	-	uhpC	77955	63206	79
b3668	3846657	3848159	-	uhpB	57247	49001	53
b3669	3848159	3848749	-	uhpA	30883	27628	74
b3670	3848825	3849115	-	ilvN	31547	37257	178
b3671	3849119	3850807	-	ilvB	91807	73740	73
b3672	3850913	3851011	-	ivbL	50642	35666	642
b4616	3851141	3851280	-	istR	3357	2903	33
b4618	3851576	3851665	+	tisB	3343	3889	61
b3673	3851945	3853129	+	emrD	148130	78011	139
b3674	3853137	3853634	-	yidF	20747	12354	49
b3675	3853631	3853993	-	yidG	12143	9604	44
b3676	3853983	3854330	-	yidH	10853	8389	41
b3677	3854438	3854887	+	yidI	33774	21880	91
b3678	3854934	3856427	-	yidJ	26483	21066	24
b3679	3856424	3858139	-	yidK	39391	33416	32
b3680	3858306	3859199	+	yidL	20487	17642	32
b4556	3859196	3860010	-	glvG	18795	18656	34
b3683	3860010	3861626	-	glvC	33594	29691	29
b3684	3861922	3862638	+	yidP	20027	16744	38
b3685	3862635	3864296	-	yidE	103855	72379	78
b3686	3864492	3864920	-	ibpB	15263	18376	59
b3687	3865032	3865445	-	ibpA	30844	22791	96
b3688	3865751	3866083	+	yidQ	21047	16451	83
b3689	3866085	3867332	-	yidR	39837	31710	42
b3690	3867400	3868464	+	cbrA	24376	22081	33
b3691	3868461	3869753	-	dgoT	49093	33917	47
b4478	3869873	3871021	-	dgoD	23757	20648	29
b4477	3871018	3871635	-	dgoA	11394	11208	27
b3693	3871619	3872497	-	dgoK	18958	12412	26
b4479	3872494	3873183	-	dgoR	15620	12449	30
b3696	3873461	3874117	+	yidX	43017	38105	92
b3697	3874163	3874975	-	yidA	125569	94286	200
b3698	3875090	3875488	-	yidB	23668	26508	95
b3699	3875728	3878142	-	gyrB	527681	421457	291
b3700	3878171	3879244	-	recF	167917	137036	211
b3701	3879244	3880344	-	dnaN	219414	229543	306
b3702	3880349	3881752	-	dnaA	252525	261404	274
b3703	3882359	3882499	+	rpmH	246076	241403	2583
b3704	3882516	3882875	+	rnpA	372370	365659	1532
b4557	3882839	3883096	+	yidD	243642	246075	1420
b3705	3883099	3884745	+	yidC	781296	745142	692
b3706	3884851	3886215	+	mnmE	104042	82747	101
b3707	3886458	3886532	+	tnaC	249921	300464	5530
b3708	3886753	3888168	+	tnaA	2123855	2155124	2261
b3709	3888259	3889506	+	tnaB	369665	482123	516
b3710	3889638	3890813	+	mdtL	43201	47363	58
b3711	3890788	3891747	+	yidZ	36315	33399	54
b3712	3891904	3892653	+	yieE	61275	43613	103
b3713	3892675	3893241	+	chrR	32189	28560	80
b3714	3893295	3894632	-	purP	131486	122091	141
b3715	3894797	3895462	+	yieH	33905	35837	79
b3716	3895529	3895996	+	cbrB	78576	63592	225
b3717	3896045	3896632	+	cbrC	85982	58494	181
b3718	3896694	3897416	-	yieK	33118	27610	62
b3719	3897431	3898600	-	yieL	18753	19091	24
b3720	3898627	3900243	-	bglH	41149	40644	38
b3721	3900312	3901724	-	bglB	36855	36311	39
b3722	3901743	3903620	-	bglF	146356	117992	104
b3723	3903754	3904590	-	bglG	25023	21363	41
b3724	3904876	3905601	-	phoU	32166	26966	60
b3725	3905616	3906389	-	pstB	81284	68797	144
b3726	3906572	3907462	-	pstA	53274	37302	75
b3727	3907462	3908421	-	pstC	30778	24873	43
b3728	3908508	3909548	-	pstS	50781	43654	67
b3729	3909862	3911691	-	glmS	393459	292735	277
b3730	3911853	3913223	-	glmU	582185	474938	572
b3731	3913576	3913995	-	atpC	248254	213101	816
b3732	3914016	3915398	-	atpD	890046	757334	885
b3733	3915425	3916288	-	atpG	643827	489990	970
b3734	3916339	3917880	-	atpA	1503899	1276631	1339
b3735	3917893	3918426	-	atpH	808996	631191	1995
b3736	3918441	3918911	-	atpF	1080701	709762	2792
b3737	3918973	3919212	-	atpE	410724	300800	2187
b3738	3919259	3920074	-	atpB	1385796	1118952	2274
b3739	3920083	3920463	-	atpI	329809	228716	1079
b3740	3921080	3921703	-	rsmG	106613	95919	242
b3741	3921767	3923656	-	mnmG	300839	253182	218
b3742	3924035	3924478	-	mioC	179315	158111	565
b3743	3924568	3925026	-	asnC	62318	28854	144
b3744	3925178	3926170	+	asnA	41396	32898	55
b3745	3926175	3927626	-	viaA	72600	70315	74
b3746	3927620	3929116	-	ravA	92797	72961	82
b3747	3929339	3931207	+	kup	102495	82852	74
b3748	3931374	3931793	+	rbsD	1769168	1403347	5592
b3749	3931801	3933306	+	rbsA	874985	383205	604
b3750	3933311	3934276	+	rbsC	615243	521521	874
b3751	3934301	3935191	+	rbsB	1969028	1937195	3276
b3752	3935317	3936246	+	rbsK	379645	356253	590
b3753	3936250	3937242	+	rbsR	88630	80469	127
b3754	3937208	3938635	-	hsrA	71129	59718	68
b3755	3938658	3939350	-	yieP	78765	61500	150
b3756	3939831	3941372	+	rrsC	1856515	1829727	1786
b3757	3941458	3941533	+	gltU	16994	13402	296
b3758	3941727	3944630	+	rrlC	2271627	1755962	1026
b3759	3944723	3944842	+	rrfC	1233	1099	14
b3760	3944895	3944971	+	aspT	6109	5273	110
b3761	3944980	3945055	+	trpT	3602	2853	63
b4480	3945151	3945990	-	hdfR	61794	55961	104
b3764	3946109	3946447	+	yifE	77717	74621	335
b3765	3946472	3947992	-	yifB	76868	67744	71
b3766	3948345	3948443	+	ilvL	8771	5001	102
b4669	3948530	3948580	+	ilvX	5609	3327	128
b4488	3948583	3950227	+	ilvG	44137	44423	40
b3769	3950224	3950487	+	ilvM	14525	15683	86
b3770	3950507	3951436	+	ilvE	42776	31612	59
b3771	3951501	3953351	+	ilvD	58343	47054	42
b3772	3953354	3954898	+	ilvA	35240	25376	29
b3773	3954950	3955843	-	ilvY	21674	20879	36
b3774	3955993	3957468	+	ilvC	33835	29976	32
b3775	3957555	3957836	-	ppiC	51078	38358	234
b3777	3958035	3958483	-	yifN	24668	23417	80
b3778	3958700	3960721	+	rep	121958	96197	80
b3779	3960768	3962252	-	gpp	230397	196857	214
b3780	3962388	3963653	-	rhlB	367209	321624	405
b3781	3963784	3964113	+	trxA	83317	70287	346
b3783	3964440	3965699	+	rho	1658701	1655462	1967
b3784	3965939	3967042	+	wecA	265649	195974	309
b3785	3967054	3968100	+	wzzE	206029	156230	256
b3786	3968156	3969286	+	wecB	168736	144961	206
b3787	3969283	3970545	+	wecC	158470	124378	166
b3788	3970545	3971612	+	rffG	117855	90220	144
b3789	3971631	3972512	+	rffH	78010	61709	117
b3790	3972490	3973164	+	wecD	34026	31586	72
b3791	3973169	3974299	+	wecE	53363	52092	70
b3792	3974301	3975551	+	wzxE	132149	87872	129
b4481	3975548	3976627	+	wecF	82376	64079	100
b3793	3976624	3977976	+	wzyE	92839	68478	88
b3794	3977979	3978719	+	wecG	34980	27845	63
b3795	3978910	3980295	+	yifK	77323	55580	71
b3796	3980398	3980474	+	argX	591020	364410	9089
b3797	3980532	3980608	+	hisR	95686	60992	1493
b3798	3980629	3980715	+	leuT	179705	104762	2390
b3799	3980758	3980834	+	proM	17385	9558	255
b3800	3980981	3982216	+	aslB	35297	30230	39
b3801	3982375	3984030	-	aslA	37191	30542	30
b4456	3984455	3984661	+	glmZ	13008	10492	84
b3802	3984709	3985905	-	hemY	157147	154523	195
b3803	3985908	3987089	-	hemX	122643	110851	147
b3804	3987111	3987851	-	hemD	91615	73679	165
b3805	3987848	3988789	-	hemC	77215	65951	113
b3806	3989176	3991722	+	cyaA	283873	220231	146
b3807	3991762	3992082	-	cyaY	19698	19138	90
b4558	3992545	3992748	+	yifL	65272	51755	425
b3809	3992785	3993609	+	dapF	78055	60594	124
b3810	3993606	3994313	+	yigA	47285	33969	85
b3811	3994310	3995206	+	xerC	262374	293769	466
b3812	3995206	3995922	+	yigB	55837	58645	120
b3813	3996006	3998168	+	uvrD	208186	165773	128
b4482	3998315	3999079	-	yigE	54188	45144	96
b3816	3999449	4000399	+	corA	80200	63916	112
b3817	4000442	4000822	-	yigF	15233	10775	50
b3818	4000836	4001216	-	yigG	10255	9593	39
b3819	4001311	4002201	-	rarD	44058	43670	74
b3820	4002253	4002720	-	yigI	15713	14450	48
b3821	4002885	4003754	+	pldA	85183	65581	128
b3822	4003887	4005716	+	recQ	80549	75683	64
b3823	4005780	4006400	+	rhtC	50785	35598	102
b3824	4006462	4007082	-	rhtB	25326	18845	53
b3825	4007193	4008215	+	pldB	76928	69356	106
b3826	4008223	4009023	+	yigL	57264	53205	103
b3827	4009099	4009998	+	yigM	36730	28675	54
b3828	4009886	4010839	-	metR	17631	12400	23
b3829	4011076	4013337	+	metE	49698	45079	31
b3830	4013377	4014192	-	ysgA	16933	16564	31
b3831	4014454	4015215	+	udp	538227	313733	817
b3832	4015356	4016783	+	rmuC	219716	141225	186
b3833	4016878	4017633	+	ubiE	168644	143513	307
b3834	4017647	4018252	+	yigP	88465	76450	202
b4707	4018001	4018252	+	esrE	34776	31570	196
b3835	4018249	4019889	+	ubiB	248376	196536	201
b3836	4019968	4020237	+	tatA	137178	93264	628
b3838	4020241	4020756	+	tatB	67632	50239	169
b3839	4020759	4021535	+	tatC	80958	70857	145
b4483	4021577	4022359	+	tatD	37491	35533	70
b3842	4022356	4022844	-	rfaH	33401	39359	112
b3843	4023011	4024504	+	ubiD	330706	248261	286
b3844	4024550	4025251	+	fre	135471	108682	258
b3845	4025632	4026795	-	fadA	19540	17757	24
b3846	4026805	4028994	-	fadB	52464	36748	30
b3847	4029184	4030515	+	pepQ	114099	93048	115
